user_id,user_name,login_name,broadcaster_type
624296911,tiozeiraa,tiozeiraa,affiliate
175145976,dancleyfn,dancleyfn,affiliate
638420037,kingspider88,kingspider88,normal
1243841347,runnemdownceez,runnemdownceez,normal
115377005,Outcast720,outcast720,affiliate
1348371356,Mari0hTV,mari0htv,normal
1110016950,kiwisplat12,kiwisplat12,normal
1035600842,ChaseYukone,chaseyukone,affiliate
194675903,Faalc0n,faalc0n,normal
1074234614,BrickSPD,brickspd,affiliate
1319961860,IBGTheWaffler,ibgthewaffler,affiliate
39978234,RazzGurl,razzgurl,affiliate
1052476679,joseovski7,joseovski7,affiliate
568591577,izae2real,izae2real,affiliate
717685982,morguii_,morguii_,affiliate
595395817,thegonmaz,thegonmaz,normal
1417282807,otg_games0,otg_games0,normal
1334019389,Monkezz13,monkezz13,normal
946341211,Konndemned,konndemned,normal
975078712,sirtakeover1023,sirtakeover1023,normal
856425651,marcos0978_,marcos0978_,normal
601064642,tonncris,tonncris,normal
59409664,Remulto,remulto,affiliate
1156056360,indigomo637,indigomo637,affiliate
259130713,gordinrpoficial,gordinrpoficial,affiliate
1323074910,unhingedgazz,unhingedgazz,normal
1418101910,cayleeiswerid,cayleeiswerid,normal
1418659007,invzjd267,invzjd267,normal
240190690,Brandonuwu10,brandonuwu10,affiliate
1153369469,deadinside13710,deadinside13710,normal
158074274,DanielDT105,danieldt105,normal
244286903,papigerm,papigerm,normal
976258248,CentricTV,centrictv,affiliate
906560796,rninjagaminstream,rninjagaminstream,normal
687605051,antzkrr,antzkrr,normal
160957755,somasong,somasong,normal
1063224698,bigoogle456,bigoogle456,normal
808584574,DUBZUPWALLA,dubzupwalla,normal
1413383575,JaeDaGameGoD999,jaedagamegod999,normal
1411253683,Seren6ix,seren6ix,normal
63833288,NekrosJaguar,nekrosjaguar,affiliate
598836447,kakaushoooow,kakaushoooow,affiliate
977077479,realkingcheats,realkingcheats,affiliate
852952399,shelbyrundle,shelbyrundle,normal
1083966819,nez3to,nez3to,normal
514753761,sharrnes,sharrnes,normal
1177748812,ethanbugging,ethanbugging,normal
1338999994,OnlyMenii,onlymenii,affiliate
1175880900,sturdymalc,sturdymalc,normal
466781621,jorgedidrill,jorgedidrill,normal
1410499868,gogolicious24_7,gogolicious24_7,normal
494896426,zhizhi_angelberri,zhizhi_angelberri,affiliate
875627851,KingOfBandits47,kingofbandits47,normal
539297124,tricksterlolz,tricksterlolz,normal
165676172,Hazey_Wolf,hazey_wolf,affiliate
280790187,prizzmttv,prizzmttv,normal
43746527,なの助,botchnano,normal
1246856439,monicacullers,monicacullers,normal
1293452607,misakiyan13,misakiyan13,normal
452134232,SimplyLeon_TV,simplyleon_tv,affiliate
228492675,enemjey,enemjey,normal
118490550,TaylorJ,taylorj,affiliate
30835863,lordsetsunia,lordsetsunia,normal
594216089,ArcMajax,arcmajax,affiliate
927827111,TTVD00NIE,ttvd00nie,normal
531072184,noob_most_wanted,noob_most_wanted,normal
135103713,TheBigSenya,thebigsenya,normal
251430126,kingcarl137,kingcarl137,normal
450889043,billygoat,billygoat,partner
681706869,scootdeezy23,scootdeezy23,normal
866092345,adamkardi44,adamkardi44,normal
58098825,FooYa,fooya,partner
887194844,Taewooshi,taewooshi,affiliate
163382544,Lucas_42g,lucas_42g,affiliate
277415254,trehbor,trehbor,affiliate
89556355,不能沒有你,withoutyou1030,affiliate
107218332,MogoteMogotero,mogotemogotero,normal
629147037,3bofn,3bofn,normal
415368343,itswind1,itswind1,affiliate
901514459,buclevirtual,buclevirtual,normal
1313178932,byeeeglam13,byeeeglam13,normal
1387070789,lancer36363,lancer36363,normal
471237957,AUDIOKASSETTA,audiokassetta,normal
943883610,BadnoM8,badnom8,affiliate
1418691954,emmanuel07189,emmanuel07189,normal
113116532,Chrezzy,chrezzy,normal
802358674,Minks776,minks776,normal
1143244183,shortsboy91,shortsboy91,normal
35652771,HonzajCZ,honzajcz,partner
915145979,escoshnoww,escoshnoww,normal
1093895465,xluckyhartzx,xluckyhartzx,normal
1407583531,joshh_mc,joshh_mc,normal
177964339,angelbaby21234,angelbaby21234,affiliate
905741738,kuyamoryan,kuyamoryan,normal
816514206,RedStone201,redstone201,affiliate
411272507,ggoddamnskiy,ggoddamnskiy,normal
174654800,MrBuckstarz93,mrbuckstarz93,normal
56558956,Gimmedachips,gimmedachips,affiliate
1296074104,jamesinaction,jamesinaction,normal
245466519,Forastero,forastero,partner
1419576629,sweatyfn_1,sweatyfn_1,normal
407012660,sarji013,sarji013,normal
825132177,toxictoniii,toxictoniii,affiliate
612172976,luccs_v,luccs_v,affiliate
808158394,th4n_DERZZZ,th4n_derzzz,normal
102040803,ItsRoseyn,itsroseyn,affiliate
1276708085,primetime_playsttv,primetime_playsttv,normal
62817565,Sukafu_,sukafu_,affiliate
980354653,FzzRP,fzzrp,affiliate
1129678266,YumiPixel,yumipixel,normal
590972355,robythe_robot,robythe_robot,normal
1038321159,bayportboys,bayportboys,normal
864323100,weedmorez,weedmorez,affiliate
1418823206,colorindocomigo,colorindocomigo,normal
573408935,auradies1,auradies1,affiliate
238716606,drelars,drelars,normal
1016694212,xylonh33,xylonh33,normal
1375602126,hamburgerkingyoutube21,hamburgerkingyoutube21,normal
77366952,Namman10,namman10,normal
552928937,kurokarinn,kurokarinn,affiliate
480118442,Inkedvillain,inkedvillain,affiliate
1405552295,b0ogereat3r,b0ogereat3r,normal
511706578,Connection_88,connection_88,normal
272827934,hat3ball,hat3ball,normal
741967299,z1eepy,z1eepy,normal
533366211,coach_whaman,coach_whaman,normal
56722958,roberttson,roberttson,partner
760448594,Tekios,tekios,normal
1419216554,runeloure,runeloure,normal
1110116037,mxsi_2137,mxsi_2137,normal
1418888905,denislemieux30,denislemieux30,normal
585172508,Sleeptwlst,sleeptwlst,normal
484312607,bielzeraa_10,bielzeraa_10,normal
1045497377,jeanvnx,jeanvnx,normal
916784598,SusieGamingTTV,susiegamingttv,normal
430147085,jcurtgosmack,jcurtgosmack,normal
1352402547,iLovewatchingzachbealetv,ilovewatchingzachbealetv,normal
1015482040,gekona_0260,gekona_0260,normal
244057804,Curveyz,curveyz,affiliate
1418724807,trash_alpha,trash_alpha,normal
91457001,str8blackout,str8blackout,normal
179078784,dodgymushroom,dodgymushroom,normal
1419544228,soysaave2xd,soysaave2xd,normal
126748119,cajas_t,cajas_t,normal
452003259,Colommbia,colommbia,normal
71960014,LenkMaster919,lenkmaster919,normal
910525910,juler_in_earth16,juler_in_earth16,normal
1340573156,wallmonk,wallmonk,normal
1370490397,capry_onix,capry_onix,normal
1410008621,jorgetradesstealabrainrot,jorgetradesstealabrainrot,normal
629179979,milkteethghost,milkteethghost,normal
129467987,SirVirgoTheMess,sirvirgothemess,affiliate
99845613,BigBackGaming22,bigbackgaming22,normal
525403663,みやびーーむ,miyabeamttv,affiliate
1117324864,zLamss,zlamss,normal
599328346,its_jojoxxi,its_jojoxxi,normal
1410336362,JustK4rl0,justk4rl0,normal
557418092,elvinho_arts,elvinho_arts,affiliate
239437463,xDasorx,xdasorx,affiliate
158631577,uzusz,uzusz,affiliate
1268876745,heavybagz313,heavybagz313,normal
868845049,weedz_95,weedz_95,normal
